# Generated by scripts/import-romance-lexicons.py; do not edit.
# Language-routing membership only: Spanish.
# Pinned wooorm/dictionaries commit: 8cfea406b505e4d7df52d5a19bce525df98c54ab.
# Sources: dictionaries/es/index.dic.
# Pronunciation is owned separately by the pinned MFA pronunciation TSV.
# word	language
brigada	es
brigadero	es
brigadier	es
brigantina	es
brigantino	es
brik	es
brillador	es
brillante	es
brillantemente	es
brillantez	es
brillantina	es
brillar	es
brillo	es
brincacharcos	es
brincador	es
brincar	es
brinco	es
brindador	es
brindar	es
brindis	es
brinquiño	es
brinza	es
briol	es
briosamente	es
brioso	es
briqueta	es
brisa	es
brisca	es
briscado	es
briscar	es
brisera	es
brisote	es
britano	es
británica	es
británico	es
brizar	es
brizna	es
briznoso	es
broca	es
brocado	es
brocal	es
brocamantón	es
brocatel	es
brocense	es
brocha	es
brochada	es
brochado	es
brochadura	es
broche	es
brocheta	es
brocho	es
brocino	es
brollar	es
broma	es
bromar	es
bromear	es
bromeliácea	es
bromeliáceo	es
bromista	es
bromo	es
bromuro	es
bronca	es
bronce	es
bronceado	es
bronceador	es
bronceadura	es
broncear	es
broncista	es
bronco	es
broncorragia	es
broncorrea	es
broncíneo	es
bronquedad	es
bronquial	es
bronquiectasia	es
bronquio	es
bronquiolo	es
bronquitis	es
broquel	es
broquelar	es
broqueta	es
broslar	es
brota	es
brotar	es
brote	es
broza	es
brozador	es
brozar	es
brucero	es
bruces	es
brucita	es
brugo	es
brujear	es
brujería	es
brujesco	es
brujilla	es
brujir	es
brujo	es
brujulear	es
bruma	es
brumador	es
brumamiento	es
brumar	es
brumoso	es
bruneano	es
bruneta	es
bruno	es
brunéi	es
brusca	es
bruscamente	es
brusco	es
brusela	es
bruselense	es
brusquedad	es
bruta	es
brutal	es
brutalidad	es
brutalmente	es
brutesco	es
bruteza	es
bruto	es
bruzador	es
bruzar	es
bruzos	es
bruñido	es
bruñir	es
bráctea	es
brío	es
bríos	es
bróker	es
brújula	es
bs	es
bu	es
buaro	es
buba	es
bubón	es
bubónico	es
bucal	es
bucalmente	es
bucanero	es
bucardo	es
bucare	es
buceador	es
bucear	es
bucelario	es
buceo	es
bucero	es
buche	es
bucle	es
buco	es
bucolismo	es
bucólico	es
buda	es
budismo	es
budista	es
budión	es
budín	es
buen	es
buena	es
buenamente	es
buenandanza	es
buenaventura	es
buenazo	es
bueno	es
buenísimo	es
buey	es
bufa	es
bufado	es
bufalino	es
bufanda	es
bufar	es
bufarda	es
bufete	es
bufido	es
bufo	es
bufonada	es
bufonear	es
bufonesco	es
bufonizar	es
bufón	es
buganvilia	es
bugle	es
buglosa	es
buharda	es
buharro	es
buhonero	es
buhonería	es
buitre	es
buitrero	es
buitrón	es
buje	es
bujeda	es
bujedo	es
bujería	es
bujier	es
bujiería	es
bujía	es
bula	es
bular	es
bulario	es
bulbar	es
bulbo	es
bulboso	es
bulero	es
buleto	es
bulevar	es
bulgaria	es
bulimia	es
bulla	es
bullabesa	es
bullaje	es
bullanga	es
bullanguero	es
bullarengue	es
bulldozer	es
bullebulle	es
bullente	es
bullicio	es
bulliciosamente	es
bullicioso	es
bullidor	es
bullir	es
bulo	es
bulto	es
bum	es
bumerán	es
bungalow	es
buque	es
burato	es
burbuja	es
burbujear	es
burda	es
burdamente	es
burdel	es
burdeos	es
burdo	es
bureo	es
burga	es
burgalés	es
burgomaestre	es
burgos	es
burgrave	es
burgraviato	es
burguesía	es
burgundio	es
burgués	es
buriel	es
buril	es
burilar	es
burjaca	es
burjasot	es
burka	es
burkina	es
burkinés	es
burla	es
burladero	es
burlador	es
burlar	es
burlesco	es
burlete	es
burlonamente	es
burlón	es
burocracia	es
burocrático	es
burofax	es
burra	es
burrada	es
burrajear	es
burrajo	es
burrero	es
burriana	es
burriciego	es
burro	es
bursátil	es
burujo	es
burujón	es
burundi	es
burundés	es
burí	es
burócrata	es
bus	es
busca	es
buscador	es
buscapersonas	es
buscapié	es
buscar	es
buscarla	es
buscavida	es
buscona	es
buscón	es
buses	es
busto	es
butaca	es
butacón	es
butanés	es
butifarra	es
butifarrero	es
butrino	es
bután	es
buyo	es
buzamiento	es
buzar	es
buzarda	es
buzo	es
buzonear	es
buzonera	es
buzos	es
buzón	es
buñueliano	es
bv	es
byte	es
báculo	es
bádminton	es
bálago	es
bálano	es
bálsamo	es
bálteo	es
báltico	es
báquico	es
báratro	es
bárbaramente	es
bárbaro	es
bármanes	es
bártulos	es
báscula	es
básicamente	es
básico	es
básquetbol	es
bávaro	es
béisbol	es
bélgica	es
bélico	es
bétera	es
bético	es
bíblico	es
bíceps	es
bífido	es
bígamo	es
bípedo	es
bólido	es
bórax	es
bóreas	es
bórico	es
bótox	es
bóveda	es
bóvido	es
bóxer	es
búbalo	es
búfalo	es
búfer	es
búho	es
búlgaro	es
búnker	es
búsqueda	es
ca	es
cabal	es
cabalero	es
cabalgadura	es
cabalgamiento	es
cabalgar	es
cabalgata	es
cabalista	es
caballa	es
caballada	es
caballar	es
caballear	es
caballejo	es
caballerato	es
caballerear	es
caballeresco	es
caballerete	es
caballeriza	es
caballerizo	es
caballero	es
caballerosamente	es
caballerosidad	es
caballeroso	es
caballerote	es
caballería	es
caballeta	es
caballete	es
caballista	es
caballito	es
caballo	es
caballuno	es
caballón	es
cabalmente	es
cabalístico	es
cabaret	es
cabaré	es
cabaña	es
cabañil	es
cabañuelas	es
cabe	es
cabear	es
cabeceador	es
cabeceamiento	es
cabecear	es
cabecero	es
cabeciancho	es
cabeciblanco	es
cabeciduro	es
cabecirrojo	es
cabellar	es
cabellera	es
cabello	es
cabelludo	es
caber	es
cabero	es
cabestrante	es
cabestrar	es
cabestrear	es
cabestrero	es
cabestro	es
cabeza	es
cabezada	es
cabezal	es
cabezalero	es
cabezo	es
cabezonamente	es
cabezorro	es
cabezota	es
cabezudamente	es
cabezudo	es
cabezuela	es
cabezón	es
cabida	es
cabido	es
cabila	es
cabildada	es
cabildear	es
cabildeo	es
cabildero	es
cabildo	es
cabilla	es
cabillero	es
cabillo	es
cabina	es
cabizbajamente	es
cabizbajo	es
cable	es
cablear	es
cablegrafiar	es
cablegrama	es
cabo	es
cabotaje	es
caboverdiano	es
cabra	es
cabracho	es
cabrada	es
cabrahigar	es
cabrales	es
cabrear	es
cabrerizo	es
cabrero	es
cabrestante	es
cabria	es
cabrillear	es
cabrio	es
cabriola	es
cabriolar	es
cabriolear	es
cabritero	es
cabritilla	es
cabrito	es
cabronada	es
cabruna	es
cabruno	es
cabruñar	es
cabrío	es
cabrón	es
cabuya	es
caca	es
cacahuete	es
cacao	es
cacareador	es
cacarear	es
cacatúa	es
cacear	es
cacera	es
cacereño	es
cacerola	es
caceta	es
cacha	es
cachada	es
cachalote	es
cachar	es
cacharrero	es
cacharro	es
cachas	es
cachava	es
cachavazo	es
cachaza	es
cachazudo	es
cachear	es
cachelos	es
cachemir	es
cachemira	es
cacheta	es
cachetada	es
cachete	es
cachetear	es
cachetero	es
cachetina	es
cachetudo	es
cachicuerno	es
cachifollar	es
cachimba	es
cachipodar	es
cachipolla	es
cachiporra	es
cachiporrazo	es
cachirulo	es
cachivache	es
cachizo	es
cacho	es
cachola	es
cachondas	es
cachondear	es
cachondez	es
cachondo	es
cachorra	es
cachorro	es
cachua	es
cachucha	es
cachuchero	es
cachucho	es
cachuela	es
cachuelo	es
cachulera	es
cachulero	es
cachunde	es
cachón	es
cacicatura	es
cacicazgo	es
cacillo	es
cacimba	es
cacique	es
caciquear	es
caciquil	es
caciquismo	es
caco	es
cacodilato	es
cacodilo	es
cacodílico	es
cacofonía	es
cacofónicamente	es
cacomite	es
cacoquimia	es
cacoquimio	es
cacto	es
cactus	es
cactácea	es
cactáceo	es
cacumen	es
cacuminal	es
cada	es
cadahalso	es
cadalso	es
cadavérico	es
cadena	es
cadencia	es
cadenciosamente	es
cadencioso	es
cadenero	es
cadeneta	es
cadente	es
cadera	es
caderillas	es
cadete	es
cadiazgo	es
cadillar	es
cadillo	es
cadmio	es
cadoce	es
caduca	es
caducamente	es
caducar	es
caduceador	es
caduceo	es
caducidad	es
caducifolio	es
caduco	es
cadáver	es
cadí	es
caedizo	es
caedura	es
caer	es
cafetal	es
cafetalero	es
cafetear	es
cafetero	es
cafetería	es
cafeto	es
cafetucho	es
cafeína	es
caficultor	es
cafre	es
caftán	es
café	es
cagaaceite	es
cagachín	es
cagadero	es
cagalar	es
cagalera	es
cagaluta	es
cagaprisas	es
cagar	es
cagarrache	es
cagarria	es
cagarropa	es
cagarruta	es
cagatinta	es
cagatorio	es
cahíta	es
caicos	es
caimiento	es
caimito	es
caimán	es
cairel	es
cairelar	es
caj	es
caja	es
cajel	es
cajera	es
cajero	es
cajeta	es
cajetilla	es
cajiga	es
cajigo	es
cajista	es
cajonero	es
cajonería	es
cajá	es
cajón	es
cal	es
cala	es
calaba	es
calabacear	es
calabacero	es
calabacil	es
calabacinate	es
calabacino	es
calabaza	es
calabazada	es
calabazar	es
calabazate	es
calabazo	es
calabazona	es
calabazuela	es
calabazón	es
calabobos	es
calabocero	es
calabozo	es
calabriada	es
calabriar	es
calabrotar	es
calabrote	es
calada	es
caladera	es
caladero	es
calado	es
calador	es
caladura	es
calafate	es
calafateador	es
calafateadura	es
calafatear	es
calafateo	es
calafell	es
calafetear	es
calagozo	es
calagurritano	es
calahorra	es
calahorrano	es
calaje	es
calamaco	es
calamar	es
calambac	es
calambre	es
calambuco	es
calamidad	es
calamina	es
calaminar	es
calamita	es
calamite	es
calamitosamente	es
calamitoso	es
calamonar	es
calamorrar	es
calandraca	es
calandrajo	es
calandrar	es
calandria	es
calar	es
calatayud	es
calatravo	es
calavera	es
calaverada	es
calaverear	es
calaverna	es
calavernario	es
calañés	es
calca	es
calcadamente	es
calcador	es
calcar	es
calcañar	es
calcaño	es
calcedonia	es
calcedonio	es
calceta	es
calcetar	es
calcetero	es
calcetín	es
calcicosis	es
calcificar	es
calcina	es
calcinado	es
calcinador	es
calcinamiento	es
calcinar	es
calcinatorio	es
calcinero	es
calcio	es
calcita	es
calco	es
calcografiar	es
calcomanía	es
calcopirita	es
calcorrear	es
calcotipia	es
calculable	es
calculador	es
calcular	es
calculatorio	es
calculista	es
calculoso	es
calcáreo	es
calcés	es
calda	es
caldaria	es
caldeamiento	es
caldear	es
caldeo	es
caldera	es
calderada	es
calderero	es
calderería	es
caldereta	es
calderil	es
caldero	es
calderoniano	es
calderón	es
caldibaldo	es
caldo	es
caldoso	es
calducho	es
caledonia	es
caledonio	es
calefacción	es
calefactor	es
calefactorio	es
caleidoscopio	es
caleidoscópico	es
calendario	es
calendarizar	es
calentador	es
calentamiento	es
calentar	es
calentito	es
calentura	es
calenturientamente	es
calenturiento	es
calenturoso	es
caler	es
calera	es
calero	es
calesa	es
calesera	es
calesero	es
calesinero	es
calesita	es
caleta	es
caletre	es
calibrador	es
calibrar	es
calibre	es
calicanto	es
calicata	es
caliche	es
caliciforme	es
calicillo	es
calicular	es
calidad	es
calidez	es
calidoscopio	es
calientaplatos	es
calientapollas	es
caliente	es
calientemente	es
califa	es
califal	es
califato	es
calificable	es
calificado	es
calificador	es
calificar	es
calificativo	es
californiano	es
californio	es
caligrafiar	es
caligrama	es
caligráfico	es
calima	es
calimaco	es
calimoso	es
calimote	es
calina	es
calinoso	es
calipedia	es
calistenia	es
calitipia	es
caliza	es
calizo	es
callada	es
calladamente	es
callado	es
callamiento	es
callandico	es
callandito	es
callando	es
callantar	es
callao	es
callar	es
calle	es
callear	es
calleja	es
callejear	es
callejero	es
callejuela	es
callejón	es
callentar	es
callialto	es
callicida	es
callista	es
callizo	es
callo	es
callosar	es
callosidad	es
calloso	es
calma	es
calmadamente	es
calmante	es
calmar	es
calmazo	es
calmoso	es
calmudo	es
calofilo	es
calofriar	es
calomel	es
calomelanos	es
caloniar	es
calor	es
calorificación	es
calorina	es
caloría	es
calorífero	es
calorífico	es
calorímetro	es
calosfriar	es
caloso	es
calostro	es
calotipia	es
caloñar	es
calpe	es
calumbrecerse	es
calumnia	es
calumniador	es
calumniar	es
calumniosamente	es
calumnioso	es
calurosamente	es
caluroso	es
calva	es
calvar	es
calvario	es
calvero	es
calvez	es
calvicie	es
calvijar	es
calvinismo	es
calvinista	es
calviá	es
calvo	es
calza	es
calzada	es
calzado	es
calzador	es
calzadura	es
calzar	es
calzonazos	es
calzoncillo	es
calzorras	es
calzón	es
calículo	es
caló	es
calórico	es
cama	es
camada	es
camafeo	es
camaldulense	es
camaleón	es
camandulear	es
camandulero	es
camarada	es
camaradería	es
camarero	es
camareta	es
camargo	es
camarico	es
camarilla	es
camarlengo	es
camaronero	es
camarote	es
camarógrafo	es
camarón	es
camas	es
camastro	es
camastrón	es
camba	es
cambalachar	es
cambalachear	es
cambalachero	es
cambar	es
cambiable	es
cambiadamente	es
cambiador	es
cambiamiento	es
cambiante	es
cambiantemente	es
cambiar	es
cambiazo	es
cambija	es
cambio	es
cambista	es
cambizar	es
cambocho	es
camboya	es
camboyano	es
cambray	es
cambre	es
cambrils	es
cambráis	es
cambur	es
camelador	es
camelar	es
camelete	es
camelia	es
camelina	es
camelio	es
camella	es
camellero	es
camello	es
camellón	es
camelotado	es
camelote	es
camelotina	es
cameo	es
camerino	es
camero	es
camerunés	es
camerún	es
camiar	es
camilla	es
camillero	es
camilo	es
caminador	es
caminante	es
caminar	es
caminata	es
caminero	es
camino	es
camionero	es
camioneta	es
camisa	es
camisero	es
camiseta	es
camisola	es
camisote	es
camisón	es
camita	es
camión	es
camomila	es
camorra	es
camorrear	es
camorrero	es
camorrista	es
camota	es
campa	es
campamento	es
campana	es
campanada	es
campanario	es
campanear	es
campanela	es
campanero	es
campaniforme	es
campanil	es
campanilla	es
campanillazo	es
campanillear	es
campanillero	es
campanillo	es
campano	es
campante	es
campanudo	es
campar	es
campaña	es
campeador	es
campear	es
campechanamente	es
campechano	es
campeche	es
campello	es
campeonato	es
campera	es
campero	es
campería	es
campesino	es
campestre	es
campeón	es
camping	es
campista	es
campiña	es
campo	es
camposanto	es
campurriano	es
campus	es
camucha	es
camuesa	es
camuflaje	es
camuflar	es
camuza	es
camélido	es
camélidos	es
camítico	es
camón	es
can	es
cana	es
canadiense	es
canadá	es
canal	es
canalada	es
canalado	es
canaladura	es
canaleja	es
canaleta	es
canalete	es
canaleto	es
canalización	es
canalizar	es
canalla	es
canallada	es
canallesco	es
canalón	es
canana	es
cananeo	es
cananga	es
canapé	es
canaria	es
canarias	es
canariense	es
canario	es
canasta	es
canastero	es
canastillero	es
canasto	es
canastro	es
cancanear	es
cancel	es
cancela	es
canceladora	es
cancelar	es
cancelariato	es
cancelario	es
cancerar	es
cancerbero	es
canceriforme	es
canceroso	es
cancerígeno	es
cancha	es
canchear	es
canchera	es
canchero	es
canciller	es
cancilleresco	es
cancillería	es
cancioneril	es
cancionero	es
cancioneta	es
cancionista	es
canción	es
candado	es
candaliza	es
candamo	es
candar	es
cande	es
candeal	es
candela	es
candelabro	es
candelaria	es
candelecho	es
candelera	es
candelero	es
candeleta	es
candelizo	es
candencia	es
candente	es
candi	es
candidación	es
candidato	es
candidatura	es
candidez	es
candil	es
candileja	es
candilejo	es
candilera	es
candilero	es
candonguear	es
candor	es
candorosamente	es
candoroso	es
canear	es
caneca	es
canecer	es
canecillo	es
canela	es
canelar	es
canelero	es
canelina	es
canelita	es
canelo	es
canforar	es
cangar	es
cangas	es
cangreja	es
cangrejero	es
cangrejo	es
cangrenarse	es
cangro	es
canguelo	es
canguro	es
canibalismo	es
canica	es
caniche	es
canicie	es
canicular	es
caniculario	es
canijo	es
canilla	es
canillero	es
canina	es
caninamente	es
caninez	es
canino	es
canivete	es
canje	es
canjear	es
canmiar	es
cano	es
canoa	es
canoero	es
canon	es
canonesa	es
canonical	es
canonicato	es
canonista	es
canonización	es
canonizar	es
canonjía	es
canope	es
canoro	es
canoso	es
cansada	es
cansadamente	es
cansado	es
cansador	es
cansancio	es
cansar	es
cansera	es
cansinamente	es
cansino	es
canso	es
canta	es
cantable	es
cantabria	es
cantada	es
cantador	es
cantal	es
cantalear	es
cantaleta	es
cantaletear	es
cantalinoso	es
cantante	es
cantar	es
cantarera	es
cantarero	es
cantarilla	es
cantarrana	es
cantata	es
cantautor	es
cante	es
cantear	es
cantel	es
cantera	es
canterios	es
canterito	es
cantero	es
cantería	es
cantesa	es
cantidad	es
cantiga	es
cantilena	es
cantimplora	es
cantina	es
cantinela	es
cantinero	es
cantizal	es
canto	es
cantonal	es
cantonalismo	es
cantonalista	es
cantonar	es
cantonear	es
cantonero	es
cantonés	es
cantor	es
cantorral	es
cantos	es
cantueso	es
canturrear	es
canturriar	es
canturía	es
cantusar	es
cantábrico	es
cantárida	es
cantón	es
canular	es
canutero	es
canuto	es
caníbal	es
canícula	es
canónica	es
canónicamente	es
canónico	es
canóniga	es
canónigo	es
caoba	es
caobana	es
caobilla	es
caolín	es
caos	es
cap	es
capa	es
capacear	es
capacete	es
capacha	es
capachero	es
capacho	es
capacidad	es
capacitación	es
capacitador	es
capacitancia	es
capacitar	es
capacitivo	es
capacitor	es
capadocio	es
capador	es
capadura	es
capar	es
caparazón	es
caparidácea	es
caparidáceo	es
caparra	es
caparrosa	es
capataz	es
capaz	es
capazmente	es
capciosamente	es
capciosidad	es
capcioso	es
capea	es
capeador	es
capear	es
capeja	es
capela	es
capellada	es
capellanía	es
capellar	es
capellina	es
capellán	es
capelo	es
capelán	es
capero	es
caperucear	es
caperuza	es
capeta	es
capialzar	es
capilar	es
capilaridad	es
capilla	es
capillejo	es
capiller	es
capillero	es
capilludo	es
capirotada	es
capirotado	es
capirote	es
capirucho	es
capital	es
capitalidad	es
capitalino	es
capitalismo	es
capitalista	es
capitalización	es
capitalizar	es
capitana	es
capitanear	es
capitanía	es
capitel	es
capitidisminuir	es
capitolio	es
capitulante	es
capitular	es
capitulario	es
capitularmente	es
capitán	es
capo	es
capolar	es
capona	es
caponar	es
caponera	es
caporal	es
caporalista	es
capota	es
capotar	es
capote	es
capotear	es
capotero	es
cappa	es
capricho	es
caprichosamente	es
caprichoso	es
caprichudo	es
capricornio	es
caprifoliácea	es
caprifoliáceo	es
caprino	es
capsular	es
captación	es
captador	es
captar	es
captener	es
captivar	es
captor	es
captura	es
capturar	es
capucha	es
capuchina	es
capuchino	es
capuchón	es
capuleto	es
capulina	es
capullina	es
capullo	es
capuz	es
capuzar	es
capítulo	es
capó	es
capón	es
caquexia	es
caqui	es
car	es
cara	es
caraba	es
carabao	es
carabear	es
carabela	es
carabina	es
carabinazo	es
carabinera	es
carabinero	es
carabritear	es
caracalla	es
caracas	es
caracense	es
caracha	es
caracho	es
caracol	es
caracola	es
caracolear	es
caracolero	es
caracoleta	es
caracteres	es
caracterización	es
caracterizado	es
caracterizador	es
caracterizar	es
característica	es
característicamente	es
característico	es
caradriforme	es
caradura	es
caraja	es
carajo	es
caralla	es
caramba	es
carambanado	es
carambillo	es
carambola	es
carambolista	es
carambolo	es
caramelizar	es
caramelo	es
caramida	es
caramilla	es
caramillar	es
caramilleras	es
caramillo	es
caramilloso	es
caramujo	es
caramullo	es
caramuzal	es
caranegra	es
carantoña	es
carapa	es
carapacho	es
carapato	es
carapico	es
caraqueño	es
carate	es
caratular	es
caravaca	es
caravana	es
caravanero	es
caray	es
carba	es
carballo	es
carbohidrato	es
carbonar	es
carbonatar	es
carbonato	es
carboncillo	es
carbonear	es
carboneo	es
carbonera	es
carbonero	es
carbonilla	es
carbonilo	es
carbonita	es
carbonización	es
carbonizar	es
carbono	es
carbonoso	es
carbonífero	es
carborundo	es
carboxílico	es
carbunclo	es
carbunco	es
carbuncoso	es
carburador	es
carburante	es
carburar	es
carburina	es
carburo	es
carbólico	es
carbón	es
carbónicamente	es
carbónico	es
carbúnculo	es
carca	es
carcagente	es
carcaj	es
carcajada	es
carcajear	es
carcamal	es
carcasa	es
carcavear	es
carcavinar	es
carcelario	es
carcelera	es
carcelero	es
carcinoma	es
carcoma	es
carcomer	es
carcunda	es
carda	es
cardada	es
cardado	es
cardador	es
cardadura	es
cardal	es
cardamina	es
cardar	es
cardario	es
cardelina	es
cardenal	es
cardenalato	es
cardenalicio	es
cardenillo	es
cardero	es
cardialgia	es
cardias	es
cardillar	es
cardinal	es
cardiograma	es
cardioide	es
cardiotónico	es
cardiovascular	es
carditis	es
cardizal	es
cardiógrafo	es
cardiólogo	es
cardo	es
carduzar	es
cardíaco	es
cardón	es
careador	es
carear	es
carecer	es
carecimiento	es
carena	es
carenadura	es
carenar	es
carencia	es
carencial	es
carenero	es
carenote	es
carente	es
careo	es
carero	es
caresa	es
carestía	es
careta	es
careto	es
carey	es
carga	es
cargada	es
cargadamente	es
cargadera	es
cargadero	es
cargado	es
cargador	es
cargamento	es
cargancia	es
cargante	es
cargar	es
cargazón	es
cargo	es
carguero	es
caria	es
cariacedo	es
cariacontecido	es
cariado	es
cariadura	es
carialegre	es
cariampollar	es
cariancho	es
cariaquito	es
cariar	es
caribe	es
caribello	es
caribeño	es
caricato	es
caricatura	es
caricaturar	es
caricaturesco	es
caricaturista	es
caricaturizar	es
carichato	es
caricia	es
caridad	es
caridoliente	es
caries	es
carifruncido	es
carigordo	es
cariharto	es
carilargo	es
carilindo	es
carillo	es
carillón	es
cario	es
cariocar	es
cariofileo	es
cariofilina	es
cariofilácea	es
cariofiláceo	es
carisea	es
cariseto	es
carisma	es
carismático	es
caritativo	es
cariz	es
cariátide	es
cariñar	es
cariño	es
cariñosamente	es
cariñoso	es
carla	es
carlanca	es
carlear	es
carleta	es
carlina	es
carlinga	es
carlismo	es
carlista	es
carlita	es
carlos	es
carlovingio	es
carmel	es
carmelina	es
carmelita	es
carmelitano	es
carmelo	es
carmen	es
carmenador	es
carmenar	es
carmesí	es
carminar	es
carminativo	es
carmona	es
carmín	es
carnación	es
carnada	es
carnadura	es
carnaje	es
carnal	es
carnalidad	es
carnalmente	es
carnaval	es
carnavalada	es
carnavalesco	es
carnaza	es
carne	es
carnecilla	es
carnerada	es
carnereamiento	es
carnerear	es
carnerero	es
carnero	es
carnestolendas	es
carnet	es
carnicero	es
carnicería	es
carnificar	es
carniforme	es
carniola	es
carniseco	es
carniza	es
carnosidad	es
carnoso	es
carnudo	es
carnuza	es
carné	es
carnívoro	es
caro	es
carochar	es
carola	es
carolingio	es
carolino	es
carolo	es
caromomia	es
caronchar	es
carota	es
carozo	es
carpa	es
carpanta	es
carpelar	es
carpelo	es
carpentear	es
carpeta	es
carpetano	es
carpetazo	es
carpiano	es
carpintear	es
carpinteril	es
carpintero	es
carpintería	es
carpir	es
carpo	es
carquesa	es
carraca	es
carracero	es
carraco	es
carraleja	es
carranca	es
carranza	es
carrasca	es
carrascal	es
carrasco	es
carraspada	es
carraspeantemente	es
carraspear	es
carraspeo	es
carraspera	es
carraspina	es
carrasquear	es
carrasqueño	es
carrasquizo	es
carraón	es
carrear	es
carrera	es
carrerista	es
carrero	es
carreta	es
carretal	es
carrete	es
carretear	es
carretel	es
carretela	es
carretera	es
carreteril	es
carretero	es
carretillero	es
carretonada	es
carretoncillo	es
carretón	es
carricar	es
carricera	es
carricoche	es
carril	es
carrilete	es
carrillada	es
carrilludo	es
carriola	es
carriona	es
carrito	es
carrizo	es
carro	es
carrocero	es
carrocería	es
carrochar	es
carromatero	es
carromato	es
carros	es
carroza	es
carrozar	es
carroña	es
carroñar	es
carroñero	es
carruaje	es
carruajero	es
carrucar	es
carrucha	es
carrujo	es
carrusel	es
carta	es
cartagena	es
cartagenero	es
cartaginense	es
cartaginiense	es
cartaginés	es
cartapacio	es
cartazo	es
carteado	es
cartear	es
cartel	es
cartela	es
cartelear	es
cartelero	es
cartelería	es
cartelista	es
cartera	es
carterista	es
cartero	es
cartesianismo	es
cartesiano	es
carteta	es
cartilaginoso	es
cartivana	es
cartografiar	es
cartográfico	es
cartolas	es
cartomancia	es
cartonera	es
cartonero	es
cartoteca	es
cartuchera	es
cartucho	es
cartuja	es
cartujano	es
cartujo	es
cartulario	es
cartulina	es
cartusana	es
cartílago	es
cartógrafo	es
cartón	es
caruncular	es
carvajal	es
carvajo	es
carvallar	es
carvalledo	es
carvallo	es
carácter	es
caráis	es
carámbano	es
caréis	es
carótida	es
carúncula	es
casa	es
casabe	es
casaca	es
casación	es
casadero	es
casado	es
casal	es
casalicio	es
casamata	es
casamentero	es
casamiento	es
casanova	es
casar	es
casariego	es
casatienda	es
casca	es
cascabel	es
cascabelear	es
cascabelero	es
cascabillo	es
cascada	es
cascadura	es
cascajar	es
cascajo	es
cascajoso	es
cascajuelo	es
cascalbo	es
cascalleja	es
cascalote	es
cascamajar	es
cascamiento	es
cascanueces	es
cascar	es
cascarela	es
cascarilla	es
cascarrabias	es
cascarria	es
cascarrinar	es
cascarón	es
casco	es
cascos	es
cascote	es
caseación	es
caseificar	es
casera	es
caserillo	es
caserna	es
casero	es
caserío	es
caserón	es
cases	es
caseta	es
casete	es
caseto	es
casetón	es
casi	es
casia	es
casiller	es
casillero	es
casimir	es
casina	es
casinita	es
casino	es
casita	es
casiterita	es
caso	es
casona	es
casorio	es
caspa	es
caspio	es
casposamente	es
casposo	es
casquero	es
casquería	es
casquete	es
casquijo	es
casquilla	es
casquilucio	es
casquivano	es
casta	es
castalio	es
castamente	es
castaña	es
castañazo	es
castañeta	es
castañetear	es
castaño	es
castañuela	es
casteldefels	es
castellanamente	es
castellanismo	es
castellanización	es
castellanizar	es
castellano	es
castellar	es
castellonense	es
castellón	es
casticidad	es
casticismo	es
casticista	es
castidad	es
castigador	es
castigar	es
castigo	es
castilla	es
castillejo	es
castillería	es
castillete	es
castillo	es
castina	es
casting	es
castizamente	es
castizo	es
casto	es
castor	es
castora	es
castoreño	es
castorina	es
castra	es
castrado	es
castrador	es
castradura	es
castrapuercas	es
castrar	es
castrense	es
castrillón	es
castro	es
castóreo	es
casual	es
casualidad	es
casualismo	es
casualista	es
casualmente	es
casuariforme	es
casuario	es
casuca	es
casucha	es
casucho	es
casulla	es
casullero	es
casuístico	es
cata	es
catabolismo	es
catacaldos	es
cataclismo	es
cataclísmico	es
catacumbas	es
catadióptrico	es
catador	es
catadura	es
catafalco	es
catafórico	es
catalanidad	es
catalanismo	es
catalanista	es
cataldo	es
catalejo	es
catalepsia	es
catalicores	es
catalina	es
catalizador	es
catalizar	es
catalogador	es
catalogar	es
catalufa	es
cataluña	es
catalán	es
catalítico	es
catamarcano	es
catamarqueño	es
cataplasma	es
catapulta	es
catapultar	es
catar	es
catarata	es
catarral	es
catarrino	es
catarro	es
catarroja	es
catarroso	es
catarsis	es
catarí	es
catasalsas	es
catascopio	es
catastral	es
catastro	es
catastróficamente	es
catastrófico	es
catatonia	es
catatónico	es
cataviento	es
catavino	es
catavinos	es
cateador	es
catear	es
catecismo	es
catecúmeno	es
catedral	es
catedralicio	es
catedralidad	es
catedrar	es
catedrilla	es
catedrático	es
categorismo	es
categorizar	es
categoría	es
categóricamente	es
categórico	es
catenaria	es
catenario	es
catenular	es
catequesis	es
catequismo	es
catequista	es
catequizador	es
catequizar	es
catering	es
caterva	es
catervarios	es
cateterismo	es
cateto	es
catilinaria	es
catite	es
cativar	es
catión	es
cato	es
catolicidad	es
catolicismo	es
catolizar	es
catoniano	es
catonismo	es
catonizar	es
catoptromancia	es
catoptroscopia	es
catoquita	es
catorce	es
catorceavo	es
catorceno	es
catre	es
catrecillo	es
catáfora	es
catálisis	es
catálogo	es
catártico	es
catástrofe	es
catéter	es
catódico	es
católicamente	es
católico	es
catón	es
caucasiano	es
cauce	es
cauchero	es
caucho	es
caucionar	es
caucáseo	es
caucásico	es
cauda	es
caudado	es
caudal	es
caudalosamente	es
caudaloso	es
caudalímetro	es
caudatario	es
caudato	es
caudillismo	es
caudillo	es
